Temps (ms),Déplacement (mm) obtenu par intégration,Effort (kN),Energie (J),Vitesse (m/s) obtenue par intégration
ms ,mm1,kN ,J  ,ms1
            ,BUT 180,BUT 180,BUT 180,BUT 180
 -233.150000,    0.000000,    0.034158,    0.000000,    0.000000
 -233.100000,    0.000000,    0.034142,    0.000000,    0.000000
 -233.050000,    0.000000,    0.034136,    0.000000,    0.000000
 -233.000000,    0.000000,    0.034140,    0.000000,    0.000000
 -232.950000,    0.000000,    0.034154,    0.000000,    0.000000
 -232.900000,    0.000000,    0.034178,    0.000000,    0.000000
 -232.850000,    0.000000,    0.034213,    0.000000,    0.000000
 -232.800000,    0.000000,    0.034257,    0.000000,    0.000000
 -232.750000,    0.000000,    0.034311,    0.000000,    0.000000
 -232.700000,    0.000000,    0.034373,    0.000000,    0.000000
 -232.650000,    0.000000,    0.034442,    0.000000,    0.000000
 -232.600000,    0.000000,    0.034518,    0.000000,    0.000000
 -232.550000,    0.000000,    0.034599,    0.000000,    0.000000
 -232.500000,    0.000000,    0.034683,    0.000000,    0.000000
 -232.450000,    0.000000,    0.034770,    0.000000,    0.000000
 -232.400000,    0.000000,    0.034857,    0.000000,    0.000000
 -232.350000,    0.000000,    0.034942,    0.000000,    0.000000
 -232.300000,    0.000000,    0.035023,    0.000000,    0.000000
 -232.250000,    0.000000,    0.035096,    0.000000,    0.000000
 -232.200000,    0.000000,    0.035161,    0.000000,    0.000000
 -232.150000,    0.000000,    0.035215,    0.000000,    0.000000
 -232.100000,    0.000000,    0.035258,    0.000000,    0.000000
 -232.050000,    0.000000,    0.035290,    0.000000,    0.000000
 -232.000000,    0.000000,    0.035310,    0.000000,    0.000000
 -231.950000,    0.000000,    0.035320,    0.000000,    0.000000
 -231.900000,    0.000000,    0.035319,    0.000000,    0.000000
 -231.850000,    0.000000,    0.035308,    0.000000,    0.000000
 -231.800000,    0.000000,    0.035289,    0.000000,    0.000000
 -231.750000,    0.000000,    0.035263,    0.000000,    0.000000
 -231.700000,    0.000000,    0.035230,    0.000000,    0.000000
 -231.650000,    0.000000,    0.035191,    0.000000,    0.000000
 -231.600000,    0.000000,    0.035146,    0.000000,    0.000000
 -231.550000,    0.000000,    0.035096,    0.000000,    0.000000
 -231.500000,    0.000000,    0.035040,    0.000000,    0.000000
 -231.450000,    0.000000,    0.034981,    0.000000,    0.000000
 -231.400000,    0.000000,    0.034920,    0.000000,    0.000000
 -231.350000,    0.000000,    0.034858,    0.000000,    0.000000
 -231.300000,    0.000000,    0.034796,    0.000000,    0.000000
 -231.250000,    0.000000,    0.034737,    0.000000,    0.000000
 -231.200000,    0.000000,    0.034681,    0.000000,    0.000000
 -231.150000,    0.000000,    0.034628,    0.000000,    0.000000
 -231.100000,    0.000000,    0.034580,    0.000000,    0.000000
 -231.050000,    0.000000,    0.034539,    0.000000,    0.000000
 -231.000000,    0.000000,    0.034505,    0.000000,    0.000000
 -230.950000,    0.000000,    0.034480,    0.000000,    0.000000
 -230.900000,    0.000000,    0.034464,    0.000000,    0.000000
 -230.850000,    0.000000,    0.034457,    0.000000,    0.000000
 -230.800000,    0.000000,    0.034460,    0.000000,    0.000000
 -230.750000,    0.000000,    0.034473,    0.000000,    0.000000
 -230.700000,    0.000000,    0.034496,    0.000000,    0.000000
 -230.650000,    0.000000,    0.034528,    0.000000,    0.000000
 -230.600000,    0.000000,    0.034568,    0.000000,    0.000000
 -230.550000,    0.000000,    0.034613,    0.000000,    0.000000
 -230.500000,    0.000000,    0.034662,    0.000000,    0.000000
 -230.450000,    0.000000,    0.034710,    0.000000,    0.000000
 -230.400000,    0.000000,    0.034755,    0.000000,    0.000000
 -230.350000,    0.000000,    0.034794,    0.000000,    0.000000
 -230.300000,    0.000000,    0.034826,    0.000000,    0.000000
 -230.250000,    0.000000,    0.034851,    0.000000,    0.000000
 -230.200000,    0.000000,    0.034871,    0.000000,    0.000000
 -230.150000,    0.000000,    0.034885,    0.000000,    0.000000
 -230.100000,    0.000000,    0.034894,    0.000000,    0.000000
 -230.050000,    0.000000,    0.034899,    0.000000,    0.000000
 -230.000000,    0.000000,    0.034899,    0.000000,    0.000000
 -229.950000,    0.000000,    0.034893,    0.000000,    0.000000
 -229.900000,    0.000000,    0.034882,    0.000000,    0.000000
 -229.850000,    0.000000,    0.034866,    0.000000,    0.000000
 -229.800000,    0.000000,    0.034846,    0.000000,    0.000000
 -229.750000,    0.000000,    0.034822,    0.000000,    0.000000
 -229.700000,    0.000000,    0.034797,    0.000000,    0.000000
 -229.650000,    0.000000,    0.034773,    0.000000,    0.000000
 -229.600000,    0.000000,    0.034749,    0.000000,    0.000000
 -229.550000,    0.000000,    0.034729,    0.000000,    0.000000
 -229.500000,    0.000000,    0.034714,    0.000000,    0.000000
 -229.450000,    0.000000,    0.034704,    0.000000,    0.000000
 -229.400000,    0.000000,    0.034699,    0.000000,    0.000000
 -229.350000,    0.000000,    0.034699,    0.000000,    0.000000
 -229.300000,    0.000000,    0.034704,    0.000000,    0.000000
 -229.250000,    0.000000,    0.034711,    0.000000,    0.000000
 -229.200000,    0.000000,    0.034721,    0.000000,    0.000000
 -229.150000,    0.000000,    0.034731,    0.000000,    0.000000
 -229.100000,    0.000000,    0.034741,    0.000000,    0.000000
 -229.050000,    0.000000,    0.034749,    0.000000,    0.000000
 -229.000000,    0.000000,    0.034756,    0.000000,    0.000000
 -228.950000,    0.000000,    0.034759,    0.000000,    0.000000
 -228.900000,    0.000000,    0.034758,    0.000000,    0.000000
 -228.850000,    0.000000,    0.034752,    0.000000,    0.000000
 -228.800000,    0.000000,    0.034741,    0.000000,    0.000000
 -228.750000,    0.000000,    0.034724,    0.000000,    0.000000
 -228.700000,    0.000000,    0.034700,    0.000000,    0.000000
 -228.650000,    0.000000,    0.034669,    0.000000,    0.000000
 -228.600000,    0.000000,    0.034631,    0.000000,    0.000000
 -228.550000,    0.000000,    0.034585,    0.000000,    0.000000
 -228.500000,    0.000000,    0.034532,    0.000000,    0.000000
 -228.450000,    0.000000,    0.034471,    0.000000,    0.000000
 -228.400000,    0.000000,    0.034402,    0.000000,    0.000000
 -228.350000,    0.000000,    0.034327,    0.000000,    0.000000
 -228.300000,    0.000000,    0.034244,    0.000000,    0.000000
 -228.250000,    0.000000,    0.034155,    0.000000,    0.000000
 -228.200000,    0.000000,    0.034060,    0.000000,    0.000000
 -228.150000,    0.000000,    0.033959,    0.000000,    0.000000
 -228.100000,    0.000000,    0.033855,    0.000000,    0.000000
 -228.050000,    0.000000,    0.033750,    0.000000,    0.000000
 -228.000000,    0.000000,    0.033647,    0.000000,    0.000000
 -227.950000,    0.000000,    0.033547,    0.000000,    0.000000
 -227.900000,    0.000000,    0.033454,    0.000000,    0.000000
 -227.850000,    0.000000,    0.033368,    0.000000,    0.000000
 -227.800000,    0.000000,    0.033289,    0.000000,    0.000000
 -227.750000,    0.000000,    0.033218,    0.000000,    0.000000
 -227.700000,    0.000000,    0.033155,    0.000000,    0.000000
 -227.650000,    0.000000,    0.033099,    0.000000,    0.000000
 -227.600000,    0.000000,    0.033051,    0.000000,    0.000000
 -227.550000,    0.000000,    0.033013,    0.000000,    0.000000
 -227.500000,    0.000000,    0.032985,    0.000000,    0.000000
 -227.450000,    0.000000,    0.032967,    0.000000,    0.000000
 -227.400000,    0.000000,    0.032961,    0.000000,    0.000000
 -227.350000,    0.000000,    0.032964,    0.000000,    0.000000
 -227.300000,    0.000000,    0.032977,    0.000000,    0.000000
 -227.250000,    0.000000,    0.032997,    0.000000,    0.000000
 -227.200000,    0.000000,    0.033023,    0.000000,    0.000000
 -227.150000,    0.000000,    0.033052,    0.000000,    0.000000
 -227.100000,    0.000000,    0.033083,    0.000000,    0.000000
 -227.050000,    0.000000,    0.033114,    0.000000,    0.000000
 -227.000000,    0.000000,    0.033144,    0.000000,    0.000000
 -226.950000,    0.000000,    0.033172,    0.000000,    0.000000
 -226.900000,    0.000000,    0.033200,    0.000000,    0.000000
 -226.850000,    0.000000,    0.033225,    0.000000,    0.000000
 -226.800000,    0.000000,    0.033247,    0.000000,    0.000000
 -226.750000,    0.000000,    0.033266,    0.000000,    0.000000
 -226.700000,    0.000000,    0.033279,    0.000000,    0.000000
 -226.650000,    0.000000,    0.033287,    0.000000,    0.000000
 -226.600000,    0.000000,    0.033287,    0.000000,    0.000000
 -226.550000,    0.000000,    0.033280,    0.000000,    0.000000
 -226.500000,    0.000000,    0.033268,    0.000000,    0.000000
 -226.450000,    0.000000,    0.033251,    0.000000,    0.000000
 -226.400000,    0.000000,    0.033232,    0.000000,    0.000000
 -226.350000,    0.000000,    0.033212,    0.000000,    0.000000
 -226.300000,    0.000000,    0.033195,    0.000000,    0.000000
 -226.250000,    0.000000,    0.033180,    0.000000,    0.000000
 -226.200000,    0.000000,    0.033172,    0.000000,    0.000000
 -226.150000,    0.000000,    0.033170,    0.000000,    0.000000
 -226.100000,    0.000000,    0.033176,    0.000000,    0.000000
 -226.050000,    0.000000,    0.033189,    0.000000,    0.000000
 -226.000000,    0.000000,    0.033210,    0.000000,    0.000000
 -225.950000,    0.000000,    0.033237,    0.000000,    0.000000
 -225.900000,    0.000000,    0.033268,    0.000000,    0.000000
 -225.850000,    0.000000,    0.033300,    0.000000,    0.000000
 -225.800000,    0.000000,    0.033332,    0.000000,    0.000000
 -225.750000,    0.000000,    0.033361,    0.000000,    0.000000
 -225.700000,    0.000000,    0.033387,    0.000000,    0.000000
 -225.650000,    0.000000,    0.033409,    0.000000,    0.000000
 -225.600000,    0.000000,    0.033425,    0.000000,    0.000000
 -225.550000,    0.000000,    0.033436,    0.000000,    0.000000
 -225.500000,    0.000000,    0.033441,    0.000000,    0.000000
 -225.450000,    0.000000,    0.033439,    0.000000,    0.000000
 -225.400000,    0.000000,    0.033430,    0.000000,    0.000000
 -225.350000,    0.000000,    0.033413,    0.000000,    0.000000
 -225.300000,    0.000000,    0.033390,    0.000000,    0.000000
 -225.250000,    0.000000,    0.033359,    0.000000,    0.000000
 -225.200000,    0.000000,    0.033323,    0.000000,    0.000000
 -225.150000,    0.000000,    0.033281,    0.000000,    0.000000
 -225.100000,    0.000000,    0.033235,    0.000000,    0.000000
 -225.050000,    0.000000,    0.033186,    0.000000,    0.000000
 -225.000000,    0.000000,    0.033137,    0.000000,    0.000000
 -224.950000,    0.000000,    0.033090,    0.000000,    0.000000
 -224.900000,    0.000000,    0.033045,    0.000000,    0.000000
 -224.850000,    0.000000,    0.033007,    0.000000,    0.000000
 -224.800000,    0.000000,    0.032974,    0.000000,    0.000000
 -224.750000,    0.000000,    0.032948,    0.000000,    0.000000
 -224.700000,    0.000000,    0.032927,    0.000000,    0.000000
 -224.650000,    0.000000,    0.032910,    0.000000,    0.000000
 -224.600000,    0.000000,    0.032893,    0.000000,    0.000000
 -224.550000,    0.000000,    0.032876,    0.000000,    0.000000
 -224.500000,    0.000000,    0.032856,    0.000000,    0.000000
 -224.450000,    0.000000,    0.032835,    0.000000,    0.000000
 -224.400000,    0.000000,    0.032811,    0.000000,    0.000000
 -224.350000,    0.000000,    0.032787,    0.000000,    0.000000
 -224.300000,    0.000000,    0.032763,    0.000000,    0.000000
 -224.250000,    0.000000,    0.032741,    0.000000,    0.000000
 -224.200000,    0.000000,    0.032721,    0.000000,    0.000000
 -224.150000,    0.000000,    0.032702,    0.000000,    0.000000
 -224.100000,    0.000000,    0.032686,    0.000000,    0.000000
 -224.050000,    0.000000,    0.032672,    0.000000,    0.000000
 -224.000000,    0.000000,    0.032660,    0.000000,    0.000000
 -223.950000,    0.000000,    0.032650,    0.000000,    0.000000
 -223.900000,    0.000000,    0.032643,    0.000000,    0.000000
 -223.850000,    0.000000,    0.032640,    0.000000,    0.000000
 -223.800000,    0.000000,    0.032641,    0.000000,    0.000000
 -223.750000,    0.000000,    0.032648,    0.000000,    0.000000
 -223.700000,    0.000000,    0.032661,    0.000000,    0.000000
 -223.650000,    0.000000,    0.032683,    0.000000,    0.000000
 -223.600000,    0.000000,    0.032714,    0.000000,    0.000000
 -223.550000,    0.000000,    0.032754,    0.000000,    0.000000
 -223.500000,    0.000000,    0.032805,    0.000000,    0.000000
 -223.450000,    0.000000,    0.032865,    0.000000,    0.000000
 -223.400000,    0.000000,    0.032934,    0.000000,    0.000000
 -223.350000,    0.000000,    0.033008,    0.000000,    0.000000
 -223.300000,    0.000000,    0.033088,    0.000000,    0.000000
 -223.250000,    0.000000,    0.033170,    0.000000,    0.000000
 -223.200000,    0.000000,    0.033254,    0.000000,    0.000000
 -223.150000,    0.000000,    0.033337,    0.000000,    0.000000
 -223.100000,    0.000000,    0.033417,    0.000000,    0.000000
 -223.050000,    0.000000,    0.033493,    0.000000,    0.000000
 -223.000000,    0.000000,    0.033562,    0.000000,    0.000000
 -222.950000,    0.000000,    0.033623,    0.000000,    0.000000
 -222.900000,    0.000000,    0.033676,    0.000000,    0.000000
 -222.850000,    0.000000,    0.033719,    0.000000,    0.000000
 -222.800000,    0.000000,    0.033752,    0.000000,    0.000000
 -222.750000,    0.000000,    0.033777,    0.000000,    0.000000
 -222.700000,    0.000000,    0.033793,    0.000000,    0.000000
 -222.650000,    0.000000,    0.033799,    0.000000,    0.000000
 -222.600000,    0.000000,    0.033794,    0.000000,    0.000000
 -222.550000,    0.000000,    0.033778,    0.000000,    0.000000
 -222.500000,    0.000000,    0.033749,    0.000000,    0.000000
 -222.450000,    0.000000,    0.033705,    0.000000,    0.000000
 -222.400000,    0.000000,    0.033646,    0.000000,    0.000000
 -222.350000,    0.000000,    0.033572,    0.000000,    0.000000
 -222.300000,    0.000000,    0.033483,    0.000000,    0.000000
 -222.250000,    0.000000,    0.033382,    0.000000,    0.000000
 -222.200000,    0.000000,    0.033271,    0.000000,    0.000000
 -222.150000,    0.000000,    0.033155,    0.000000,    0.000000
 -222.100000,    0.000000,    0.033037,    0.000000,    0.000000
 -222.050000,    0.000000,    0.032918,    0.000000,    0.000000
 -222.000000,    0.000000,    0.032803,    0.000000,    0.000000
 -221.950000,    0.000000,    0.032692,    0.000000,    0.000000
 -221.900000,    0.000000,    0.032589,    0.000000,    0.000000
 -221.850000,    0.000000,    0.032494,    0.000000,    0.000000
 -221.800000,    0.000000,    0.032411,    0.000000,    0.000000
 -221.750000,    0.000000,    0.032340,    0.000000,    0.000000
 -221.700000,    0.000000,    0.032283,    0.000000,    0.000000
 -221.650000,    0.000000,    0.032239,    0.000000,    0.000000
 -221.600000,    0.000000,    0.032208,    0.000000,    0.000000
 -221.550000,    0.000000,    0.032187,    0.000000,    0.000000
 -221.500000,    0.000000,    0.032174,    0.000000,    0.000000
 -221.450000,    0.000000,    0.032167,    0.000000,    0.000000
 -221.400000,    0.000000,    0.032166,    0.000000,    0.000000
 -221.350000,    0.000000,    0.032170,    0.000000,    0.000000
 -221.300000,    0.000000,    0.032181,    0.000000,    0.000000
 -221.250000,    0.000000,    0.032200,    0.000000,    0.000000
 -221.200000,    0.000000,    0.032230,    0.000000,    0.000000
 -221.150000,    0.000000,    0.032269,    0.000000,    0.000000
 -221.100000,    0.000000,    0.032319,    0.000000,    0.000000
